user,item,rate,rate_estimate,user_bias,item_bias
b0002,b0003,0.700187981129,0.700187981129,0.092048317194,0.0839535817504
b0002,b0004,0.632799983025,0.632799983025,0.092048317194,0.016565553844
b0003,b0004,0.724299013615,0.724299013615,0.183547332883,0.016565553844
b0014,b0015,0.634993970394,0.634994029999,0.0299990996718,0.080808840692
b0027,b0028,0.498537003994,0.498542755842,-0.0290910992771,0.00344769679941
b0028,b0029,0.477456003428,0.477456003428,-0.0284615717828,-0.018268564716
b0032,b0033,0.725754976273,0.725755035877,-0.0160659980029,0.217634901404
b0050,b0051,0.505713999271,0.505713999271,-0.0235808454454,0.0051087285392
b0051,b0052,0.490711003542,0.490711003542,-0.0201380867511,-0.0133370552212
b0058,b0059,0.482246994972,0.482246994972,-0.00628705881536,-0.035652089864
b0062,b0063,0.497985988855,0.497985988855,-0.00825830642134,-0.0179418511689
b0071,b0072,0.622341990471,0.622353553772,-0.0830073282123,0.181174769998
b0071,b0073,0.550469994545,0.574851870537,-0.0830073282123,0.133673071861
b0072,b0073,0.680468022823,0.680467963219,0.0226087868214,0.133673071861
b0071,b0074,0.548034012318,0.548038959503,-0.0830073282123,0.106860145926
b0072,b0074,0.65365499258,0.653655052185,0.0226087868214,0.106860145926
b0073,b0074,0.659842014313,0.659842073917,0.0287958029658,0.106860145926
b0077,b0078,0.462772995234,0.462772995234,-0.0510069057345,-0.0104062370956
b0081,b0082,0.56619900465,0.56619900465,-0.0259615313262,0.0679743736982
b0081,b0083,0.467465013266,0.467465013266,-0.0259615313262,-0.0307595916092
b0085,b0086,0.542760014534,0.542760014534,0.0489757284522,-0.0304018221796
b0086,b0088,0.491335004568,0.49133297801,0.0302877668291,-0.0631408989429
b0087,b0089,0.519909024239,0.519909024239,0.00634884508327,-0.0106259314343
b0088,b0091,0.486618995667,0.457711756229,-0.032413225621,-0.034061152488
b0090,b0091,0.486737012863,0.486737042665,-0.00338795641437,-0.034061152488
b0093,b0094,0.550621986389,0.550621986389,-0.0175633095205,0.043999157846
b0114,b0115,0.762413024902,0.762413024902,0.0040983511135,0.234128549695
b0114,b0116,0.468176007271,0.468175977468,0.0040983511135,-0.0601085089147
b0115,b0116,0.489156991243,0.489151328802,0.0250737145543,-0.0601085089147
b0120,b0121,0.698566019535,0.698566019535,0.0642215907574,0.110158242285
b0127,b0128,0.468457996845,0.468458026648,0.0157244522125,-0.0714525803924
b0150,b0151,0.500626981258,0.500626802444,0.0388795994222,-0.0624389313161
b0151,b0152,0.541887998581,0.541887998581,0.0460690408945,-0.0283671822399
b0152,b0153,0.494818985462,0.494818985462,-0.0348289683461,0.00546181574464
b0169,b0170,0.538214981556,0.538214981556,-0.0305394157767,0.0445682443678
b0121,b0171,0.4851950109,0.485194981098,-0.000601442647167,-0.0383896902204
b0170,b0171,0.458564013243,0.441371619701,-0.0444248206913,-0.0383896902204
b0174,b0175,0.464026987553,0.464026987553,-0.000189115555258,-0.059970036149
b0175,b0176,0.461142987013,0.461143016815,-0.00553478486836,-0.0575083419681
b0182,b0183,0.530615985394,0.530615985394,-0.0288824662566,0.0353123247623
b0183,b0184,0.463310003281,0.463310003281,0.00149632291868,-0.0623724460602
b0197,b0198,0.534446001053,0.534446001053,-0.0104603422806,0.0207201950252
b0198,b0199,0.670451998711,0.670451998711,0.0469505675137,0.0993152782321
b0232,b0233,0.456546008587,0.456546008587,-0.0390429124236,-0.0285971947014
b0023,b0238,0.463200986385,0.46320104599,0.00286991801113,-0.0638549774885
b0242,b0243,0.474952995777,0.474952995777,0.00763390446082,-0.0568670630455
b0248,b0249,0.495840996504,0.495840996504,-0.0630206912756,0.0346755683422
b0268,b0269,0.49478700757,0.49478700757,-0.0354228056967,0.0060236887075
b0283,b0284,0.484025001526,0.484025001526,-0.0589335411787,0.0187724158168
